facility_code,facility_name,county_name,district,facility_type,ownership,beds,cots,open_24_hours,open_weekends,operational_status,latitude,longitude
11123,Tumutumu Community Medical Centre,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
12812,Tungutu Dispensary,Kitui,Kitui Central,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.366667,38.016667
20469,Tunoiwo Dispensary,Baringo,Baringo North,Dispensary,Ministry of Health,0,0,f,f,Operational,0.466667,35.966667
12813,Tunyai Dispensary,Tharaka Nithi,Tharaka South,Dispensary,Ministry of Health,15,0,f,f,Operational,,
15752,Tunyo Dispensary,Elgeyo Marakwet,Marakwet West,Dispensary,Ministry of Health,0,0,f,f,Operational,,
21200,Tunza Jamii Medical Clinic ( Bahati),Nakuru,Nakuru North,Medical Clinic,Private Practice - Nurse / Midwife,1,1,f,f,Not-Operational,-0.303099,36.080026
17620,Tuonane VCT,Mombasa,Mvita,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,f,f,Operational,-4.043477,39.668205
12814,Tupendane Dispensary,Isiolo,Isiolo,Dispensary,Community,4,0,f,f,Operational,0.35,37.583333
11126,Turasha Dispensary,Nyandarua,Kipipiri,Dispensary,Ministry of Health,5,0,f,f,Operational,-0.183333,36.366667
12815,Turbi Dispensary (Marsabit North),Marsabit,Marsabit North,Dispensary,Ministry of Health,0,0,f,f,Operational,2.333333,37.983333
16154,Turbo Forest Dispensary,Kakamega,Likuyani,Dispensary,Ministry of Health,0,0,f,f,Operational,0.284767,34.752308
15753,Turbo Health Centre,Uasin Gishu,Eldoret West,Health Centre,Ministry of Health,12,0,f,f,Operational,0.516667,35.283333
21080,Turesia Dispensary,Elgeyo Marakwet,Keiyo South,Dispensary,Ministry of Health,0,0,f,f,Operational,,
16820,Turi (PCEA) Dispensary,Nakuru,Molo,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.303099,36.080026
18103,Turi AIC Health Centre,Nakuru,Molo,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.303099,36.080026
17689,Viragoni Dispensary,Kilifi,Kaloleni,Dispensary,Ministry of Health,0,0,f,f,Operational,-3.633333,39.85
20945,Virgin Hospital,Murang'a,Muranga South,Nursing Home,Private Enterprise (Institution),0,0,f,f,Operational,-0.716667,37.15
16190,Vishakani Dispensary,Kilifi,Kaloleni,Dispensary,Ministry of Health,0,0,f,f,Operational,-3.633333,39.85
19758,Vision Dental Clinic,Trans Nzoia,Trans Nzoia West,Dental Clinic,Private Practice - Unspecified,0,0,f,f,Operational,1.016667,34.983333
11150,Vision Medical Clinic,Nyeri,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
17849,Vision Medical Clinic Butere,Kakamega,Butere,Medical Clinic,Private Practice - Clinical Officer,1,1,f,f,Operational,0.284767,34.752308
21270,Vision Medical Clinic- Esibuye,Vihiga,Emuhaya,Medical Clinic,Private Practice - Nurse / Midwife,2,0,f,f,Operational,0.083333,34.716667
11883,Vitengeni Health Centre,Kilifi,Ganze,Health Centre,Ministry of Health,5,0,f,f,Operational,-3.633333,39.85
11884,Vitsangalaweni Dispensary,Kwale,Msambweni,Dispensary,Ministry of Health,0,0,f,f,Operational,-4.183333,39.45
17687,Viva Afya Kayole,Nairobi,Embakasi Central,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.286389,36.817223
19630,Viva Afya Medical Clinic,Nyeri,Mathira East,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,-0.416667,36.95
19089,Voi Dental,Taita Taveta,Voi,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,,
17704,Voi Medical Centre,Taita Taveta,Voi,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,,
19090,Voi Medical Clinix,Taita Taveta,Voi,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,,
17703,Voi Roadside Clinic,Taita Taveta,Voi,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,,
17442,Vololo Dispensary,Makueni,Nzaui,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.8,37.616667
17778,Voo Health Centre,Kitui,Mutomo,Health Centre,Ministry of Health,12,2,f,f,Operational,-1.366667,38.016667
18323,Vostrum Clinic,Nairobi,Kibra,Medical Clinic,Non-Governmental Organizations,0,0,f,f,Operational,-1.286389,36.817223
17937,Vote Dispensary,Kitui,Mutomo,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.366667,38.016667
10009,Afya Health Services,Nyeri,Mukurweini,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.416667,36.95
20380,Afya Health System Hospital,Homa Bay,Homa Bay,Sub-District Hospital,Private Practice - General Practitioner,30,6,f,f,Operational,-0.516667,34.45
18344,Afya House Dispensary,Nairobi,Kibra,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.286389,36.817223
10006,Afya Link Ngurubani Clinic,Kirinyaga,Kirinyaga South,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.5,37.283333
18845,Afya Medical Centre,Mombasa,Kisauni,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-4.043477,39.668205
10015,Afya Medical Clinic,Kiambu,Thika West,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
20296,Afya Medical Clinic (Gilgil),Nakuru,Gilgil,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.303099,36.080026
19802,Afya Medical Clinic (Gwakungu),Nyandarua,Nyandarua North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.183333,36.366667
20265,Afya Medical Clinic (Mbaruk),Nakuru,Gilgil,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.303099,36.080026
18730,Afya Medical Clinic (Meru),Meru,Imenti North,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,0.05,37.65
17566,Afya Medical Clinic (Munyaka),Nyandarua,Kinangop,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.183333,36.366667
10010,Afya Medical Clinic (Muranga North),Murang'a,Mathioya,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.716667,37.15
18440,Afya Medical Clinic (Nakuru),Nakuru,Nakuru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.303099,36.080026
13270,Afya Medical Clinic and Nursing Home (Wajir East),Wajir,Wajir East,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,1.75,40.066667
20250,Afya Medical Clinic(Dagoretti Market),Kiambu,Kikuyu,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
17193,Bituyu Dispensary,Bungoma,Kimilili Bungoma,Dispensary,Ministry of Health,1,0,f,f,Operational,0.566667,34.566667
13306,Biyamadhow Health Centre,Wajir,Habaswein,Health Centre,Ministry of Health,0,0,f,f,Operational,1.75,40.066667
10072,Blessed Louis Palazzolo Health Centre,Kiambu,Kiambu,Health Centre,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
21219,Bliss Health Care Limited,Nairobi,Starehe,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.286389,36.817223
21050,Blissgvs Health Care Pipeline,Nairobi,Embakasi East,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.286389,36.817223
20233,Blue Cross Medical Clicnic,Nakuru,Gilgil,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-0.303099,36.080026
18180,Blue Haven Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.286389,36.817223
10073,Blue Line Clinic,Kirinyaga,Kirinyaga Central,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-0.5,37.283333
19016,Blue Nile Medical Clinic,Kilifi,Kilifi North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-3.633333,39.85
18837,Bluebells Medical Clinic,Machakos,Machakos,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
17609,Blueturtle,Kitui,Mutomo,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.366667,38.016667
19144,Boarder Medical Clinic Namanga,Kajiado,Kajiado Central,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.85,36.783333
20936,Bobaracho Dispensary,Kisii,Kisii Central,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.683333,34.766667
18805,Bodaki Medical Clinic,Nairobi,Dagoretti North,Medical Clinic,Private Practice - Nurse / Midwife,4,0,f,f,Operational,-1.286389,36.817223
13308,Bodhai Dispensary,Garissa,Hulugho,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.456944,39.658333
13503,Bodi Health Centre,Kisumu,Seme,Health Centre,Ministry of Health,5,0,f,f,Operational,-0.10221,34.761711
20726,Bodo Medical Clinic,Kwale,Msambweni,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,-4.183333,39.45
11253,Bofu Dispensary,Kwale,Kinango,Dispensary,Ministry of Health,0,0,f,f,Operational,-4.183333,39.45
13504,Bogwendo Health Centre(Manga),Nyamira,Manga,Health Centre,Ministry of Health,1,0,f,f,Operational,-0.633333,34.933333
13313,Burder Health Centre,Wajir,Wajir South,Health Centre,Ministry of Health,0,0,f,f,Operational,1.75,40.066667
17035,Burduras Health Centre,Mandera,Mandera West,Health Centre,Ministry of Health,0,0,f,f,Operational,3.933333,41.866667
14273,Burgei Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
10076,Burguret Dispensary,Nyeri,Kieni East,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.416667,36.95
15830,Burinda Dispensary,Busia,Butula,Dispensary,Ministry of Health,0,0,f,f,Operational,0.46,34.11
14274,Burnt Forest Catholic Dispensary,Uasin Gishu,Wareng,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.514277,35.269779
16342,Burnt Forest Medical Clinic,Uasin Gishu,Wareng,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,0.514277,35.269779
18033,Burqa Medical Clinic (Moyale),Marsabit,Moyale,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,2.333333,37.983333
18273,Buruburu Friends Clinic,Nairobi,Embakasi East,Medical Clinic,Non-Governmental Organizations,0,0,f,f,Operational,-1.286389,36.817223
21041,Burumba Dispensary,Busia,Busia,Dispensary,Ministry of Health,0,0,f,f,Operational,0.46,34.11
21037,Busagwa Dispensary,Busia,Bunyala,Dispensary,Ministry of Health,0,0,f,f,Pending Opening,0.46,34.11
15831,Busembe Dispensary,Busia,Samia,Dispensary,Ministry of Health,0,0,f,f,Operational,0.46,34.11
15832,Bushiangala Health Centre,Kakamega,Kakamega South (Ikolomani),Health Centre,Other Faith Based,14,5,f,f,Operational,0.284767,34.752308
15833,Bushiri Health Centre,Kakamega,Kakamega Central (Lurambi),Health Centre,Ministry of Health,13,1,f,f,Operational,0.284767,34.752308
15834,Busia District Hospital,Busia,Busia,District Hospital,Ministry of Health,185,1,f,f,Operational,0.46,34.11
18126,Busia Trailer Park Clinic,Busia,Busia,Medical Clinic,Ministry of Health,0,0,f,f,Operational,0.46,34.11
14291,Chebaraa Dispensary,Nakuru,Kuresoi,Dispensary,Ministry of Health,6,0,f,f,Operational,-0.303099,36.080026
14292,Cheberen Dispensary,Baringo,Mogotio,Dispensary,Ministry of Health,0,0,f,f,Operational,0.466667,35.966667
14294,Chebiemit District Hospital,Elgeyo Marakwet,Marakwet West,District Hospital,Ministry of Health,20,2,f,f,Operational,,
14295,Chebilat Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
17131,Chebilat Dispensary (Nandi South),Nandi,Nandi South,Dispensary,Ministry of Health,0,0,f,f,Operational,0.166667,35.133333
14296,Chebirbei Dspensary,Kericho,Belgut,Dispensary,Community,0,0,f,f,Operational,-0.366667,35.283333
14297,Chebirbelek Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
14298,Chebitet Dispensary,Bomet,Konoin,Dispensary,Company Medical Service,1,0,f,f,Operational,-0.783333,35.35
19849,Cheboet Dispensary,Bomet,Sotik,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
20060,Cheboin Dispensary,Uasin Gishu,Eldoret East,Dispensary,Ministry of Health,0,0,f,f,Operational,0.514277,35.269779
18236,Cheboin Dispensary (Bureti),Kericho,Bureti,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.366667,35.283333
14300,Cheborgei Health Centre,Kericho,Bureti,Health Centre,Ministry of Health,20,0,f,f,Operational,-0.366667,35.283333
14301,Chebororwa Health Centre,Elgeyo Marakwet,Marakwet West,Health Centre,Ministry of Health,18,0,f,f,Operational,,
14302,Cheboyo Dispensary,Bomet,Chepalungu,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
15848,Chebukaka Dispensary,Bungoma,Bungoma Central,Dispensary,Other Faith Based,0,0,f,f,Operational,0.566667,34.566667
20159,Chebukwabi Dispensary,Bungoma,Kimilili Bungoma,Dispensary,Ministry of Health,1,0,f,f,Operational,0.566667,34.566667
14303,Chebulbai Dispensary,Elgeyo Marakwet,Marakwet West,Dispensary,Ministry of Health,0,0,f,f,Operational,,
14304,Chebunyo Dispensary,Bomet,Chepalungu,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.783333,35.35
20814,Chebunyo Stand Alone VCT,Bomet,Chepalungu,VCT Centre (Stand-Alone),Other Faith Based,0,0,f,f,Operational,-0.783333,35.35
15849,Chebwai Mission Dispensary,Kakamega,Kakamega North (Malava),Dispensary,Other Faith Based,0,0,f,f,Operational,0.284767,34.752308
14305,Chechan Dispensary,Elgeyo Marakwet,Marakwet East,Dispensary,Ministry of Health,0,0,f,f,Operational,,
21155,Checkpoint Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.166667,36.833333
11968,Cheera Dispensary,Tharaka Nithi,Meru South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,12,0,f,f,Operational,,
14306,Chegilet Dispensary,Elgeyo Marakwet,Keiyo,Dispensary,Ministry of Health,0,0,f,f,Operational,,
14386,Chesongoch Health Centre,Elgeyo Marakwet,Marakwet East,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,43,7,f,f,Operational,0.514277,35.269779
14387,Chesta Dispensary,West Pokot,Pokot Central,Dispensary,Other Faith Based,0,0,f,f,Operational,1.233333,35.116667
14388,Chesubet Dispensary,Elgeyo Marakwet,Marakwet West,Dispensary,Ministry of Health,0,0,f,f,Operational,,
17047,Chesupet Dispensary,West Pokot,Pokot South,Dispensary,Ministry of Health,0,0,f,f,Operational,1.233333,35.116667
15857,Chevoso Dispensary,Kakamega,Kakamega North (Malava),Dispensary,Ministry of Health,0,0,f,f,Operational,0.284767,34.752308
11283,Chewani Dispensary,Tana River,Galole,Dispensary,Ministry of Health,1,0,f,f,Operational,-1.5,40.033333
11284,Chewele Dispensary,Tana River,Bura,Dispensary,Ministry of Health,1,0,f,f,Operational,-1.5,40.033333
11969,Chiakariga Health Centre,Tharaka Nithi,Tharaka South,Health Centre,Ministry of Health,12,0,f,f,Operational,,
18564,Chianda Dispensary (Rarieda),Siaya,Rarieda,Dispensary,Ministry of Health,0,0,f,f,Operational,0.066667,34.283333
11285,Chifiri Dispensary (LATIF),Tana River,Bura,Dispensary,Local Authority T Fund,0,0,f,f,Operational,-1.5,40.033333
13524,Chiga Dispensary,Kisumu,Kisumu East,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.10221,34.761711
19985,Child & Family Wellness Clinic,Kiambu,Kiambu,Medical Clinic,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
19504,Child Doctor Kenya,Nairobi,Kibra,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,-1.286389,36.817223
18443,Child Welfare Society of Kenya Medical Clinic,Bungoma,Bungoma South,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,0.566667,34.566667
17951,Children Medical Clinic (Kasarani),Nairobi,Kasarani,Dispensary,Private Enterprise (Institution),0,0,f,f,Operational,-1.286389,36.817223
18329,Children's Support Centre Emurembe,Vihiga,Emuhaya,Medical Centre,Non-Governmental Organizations,20,17,f,f,Operational,-0.10221,34.761711
15858,Chimoi Health Centre,Kakamega,Kakamega North (Malava),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,18,3,f,f,Operational,0.284767,34.752308
13525,China Dispensary,Nyamira,Nyamira North,Dispensary,Ministry of Health,2,0,f,f,Operational,-0.633333,34.933333
13526,Chinato Health Centre,Migori,Kuria East,Health Centre,Ministry of Health,10,0,f,f,Operational,-1.066667,34.466667
15584,Chitugul Medical Clinic,Trans Nzoia,Trans Nzoia East,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,1.016667,34.983333
11287,Chizi Medical Clinic,Kilifi,Kilifi South,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-3.633333,39.85
11970,Chogoria (PCEA) Hospital,Tharaka Nithi,Maara,Other Hospital,Christian Health Association of Kenya,320,12,f,f,Operational,,
12909,Dagoretti Approved Dispensary,Nairobi,Dagoretti South,Dispensary,Ministry of Health,0,0,f,f,Operational,-1.286389,36.817223
20189,Dagoretti Community Dispesary,Nairobi,Dagoretti South,Dispensary,Non-Governmental Organizations,0,0,f,f,Operational,-1.286389,36.817223
21010,Daima Medical Clinic,Trans Nzoia,Kwanza,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,1.016667,34.983333
11983,Dakabaricha Dispensary,Marsabit,Marsabit,Dispensary,Ministry of Health,0,0,f,f,Operational,2.333333,37.983333
17472,Dakarh Medical Services,Mombasa,Likoni,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-4.043477,39.668205
20815,Dalcoo Medical Centre,Migori,Awendo,Medical Clinic,Private Practice - Clinical Officer,1,0,f,f,Operational,-1.066667,34.466667
13319,Daley Dispensary,Garissa,Balambala,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.456944,39.658333
11984,Dallas Dispensary,Embu,Manyatta,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.533333,37.45
19068,Dalsan Medical Clinic,Trans Nzoia,Trans Nzoia East,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,1.016667,34.983333
13320,Damajale Dispensary,Garissa,Dadaab,Dispensary,Ministry of Health,0,0,f,f,Operational,-0.456944,39.658333
11985,Dambalafachana Health Centre,Marsabit,Sololo,Health Centre,Ministry of Health,0,0,f,f,Operational,2.333333,37.983333
13321,Dambas Health Centre,Wajir,Tarbaj,Health Centre,Ministry of Health,0,0,f,f,Operational,1.75,40.066667
13322,Danaba Health Centre,Wajir,Wajir North,Health Centre,Ministry of Health,0,0,f,f,Operational,1.75,40.066667
19798,Danama Medical Clinic,Nyandarua,Kinangop,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.183333,36.366667
17997,Dandora Health Service,Nairobi,Embakasi North,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.286389,36.817223
12913,Dandora I Health Centre,Nairobi,Embakasi North,Health Centre,Local Authority,0,0,f,f,Operational,-1.286389,36.817223
12912,Dandora II Health Centre,Nairobi,Embakasi North,Health Centre,Local Authority,12,1,f,f,Operational,-1.286389,36.817223
18220,Dandora Medical Centre,Nairobi,Kasarani,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,-1.286389,36.817223
13323,Dandu Health Centre,Mandera,Mandera West,Health Centre,Ministry of Health,0,0,f,f,Operational,3.933333,41.866667
